,country,grocery_pharmacy,parks,residential,retail_recreation,transit_stations,workplaces,fatalities,recovered,passed_days,cases_per_million,cases_last_day
0,Argentina,8.185,17.563,0.43700000000000006,13.644,5.334,-2.4859999999999998,0,0,0.0,0.0,0.0
1,Argentina,-15.875,25.605,6.321000000000001,-9.972999999999999,-26.785,-53.687,0,0,1.0,0.0,0.0
2,Argentina,-17.135,1.325,6.895,-19.717,-28.485,-50.053000000000004,0,0,2.0,0.0,0.0
3,Argentina,2.3040000000000003,5.399,-2.273,0.845,9.461,12.584000000000001,0,0,3.0,0.0,0.0
4,Argentina,-0.40399999999999997,-5.267,-0.493,-0.584,7.983,12.407,0,0,4.0,0.0,0.0
5,Argentina,2.075,-7.859,-0.5770000000000001,2.877,7.973,12.857000000000001,0,0,5.0,0.0,0.0
6,Argentina,4.685,-7.582000000000001,1.409,5.265,5.595,2.156,0,0,6.0,0.0,0.0
7,Argentina,2.873,-10.517999999999999,2.417,-2.509,0.9440000000000001,-2.36,0,0,7.0,0.0,0.0
8,Argentina,3.958,-8.264,-1.3630000000000002,0.537,6.931,16.164,0,0,8.0,0.0,0.0
9,Argentina,5.09,-6.2410000000000005,-1.33,0.2,8.202,16.192,0,0,9.0,0.02247696111485727,0.0
10,Argentina,2.898,-0.579,-1.916,-0.983,7.567,17.953,0,0,10.0,0.02247696111485727,0.02247696111485727
11,Argentina,4.236000000000001,-8.884,-1.4909999999999999,0.735,10.191,17.557000000000002,0,0,11.0,0.02247696111485727,0.02247696111485727
12,Argentina,7.63,-6.797000000000001,-1.996,6.376,12.04,18.163,0,0,12.0,0.04495392222971454,0.02247696111485727
13,Argentina,7.222,-9.604,1.219,5.391,8.476,2.7560000000000002,0,0,13.0,0.17981568891885816,0.04495392222971454
14,Argentina,4.425,-12.354000000000001,2.186,3.013,2.63,-2.325,1,0,14.0,0.26972353337828725,0.17981568891885816
15,Argentina,5.438,-9.125,-0.813,1.3730000000000002,13.177999999999999,14.687999999999999,1,0,15.0,0.26972353337828725,0.26972353337828725
16,Argentina,8.046,-8.646,-2.092,2.687,13.620999999999999,18.222,1,0,16.0,0.38210833895257357,0.26972353337828725
17,Argentina,-6.831,-24.127,0.207,-15.515,-6.097,15.189,1,0,17.0,0.4270622611822881,0.38210833895257357
18,Argentina,8.224,-15.55,-1.41,-4.239,10.392000000000001,18.187,1,0,18.0,0.4270622611822881,0.4270622611822881
19,Argentina,10.128,-17.125,-1.125,-4.731,7.287999999999999,18.21,2,0,19.0,0.6967857945605754,0.4270622611822881
20,Argentina,4.578,-40.463,7.188,-18.762,-19.48,-3.8510000000000004,2,1,20.0,0.7642166779051471,0.6967857945605754
21,Argentina,16.951,-43.747,8.781,-29.345,-17.249000000000002,-9.812000000000001,2,1,21.0,1.0114632501685772,0.7642166779051471
22,Argentina,7.879,-39.431,6.346,-26.9,-16.545,0.894,2,1,22.0,1.2587098224320072,1.0114632501685772
23,Argentina,-11.395999999999999,-53.747,10.637,-40.83,-31.844,-11.995,2,3,23.0,1.5284333558102943,1.2587098224320072
24,Argentina,-10.624,-48.792,12.005,-42.791000000000004,-34.599000000000004,-18.855,2,3,24.0,1.7756799280737243,1.5284333558102943
25,Argentina,4.992,-54.943000000000005,12.607000000000001,-42.199,-35.079,-24.291,3,3,25.0,2.180265228141155,1.7756799280737243
26,Argentina,-40.436,-80.027,29.366999999999997,-78.483,-72.116,-60.537,3,3,26.0,2.8770510227017305,2.180265228141155
27,Argentina,-49.071999999999996,-85.37799999999999,28.034000000000002,-82.64200000000001,-75.40899999999999,-57.28,4,3,27.0,3.5513598561474486,2.8770510227017305
28,Argentina,-61.218,-89.944,27.362,-87.281,-81.01899999999999,-57.88,4,3,28.0,5.978871656552034,3.5513598561474486
29,Argentina,-63.753,-88.34299999999999,31.67,-87.824,-84.97399999999999,-79.097,4,3,29.0,6.7655652955720385,5.978871656552034
30,Argentina,-63.568999999999996,-87.98299999999999,31.076,-87.85600000000001,-84.97200000000001,-79.293,6,52,30.0,8.698583951449764,6.7655652955720385
31,Argentina,-50.052,-82.431,28.357,-82.419,-76.76,-67.967,8,52,31.0,8.698583951449764,8.698583951449764
32,Argentina,-52.21,-83.698,30.111,-82.74799999999999,-77.253,-68.171,9,63,32.0,11.28343447965835,8.698583951449764
33,Argentina,-48.608999999999995,-81.859,32.409,-81.227,-75.292,-66.72800000000001,13,72,33.0,13.238930096650932,11.28343447965835
34,Argentina,-47.998999999999995,-84.324,28.839000000000002,-81.711,-75.465,-59.253,18,72,34.0,15.509103169251517,13.238930096650932
35,Argentina,-60.955,-89.15,27.369,-86.48,-80.396,-57.303000000000004,19,72,35.0,16.745336030568666,15.509103169251517
36,Argentina,-51.498000000000005,-83.03299999999999,28.489,-81.158,-77.265,-68.314,23,228,36.0,18.431108114182962,16.745336030568666
37,Argentina,-58.58,-85.31299999999999,29.959,-84.535,-81.632,-76.378,27,240,37.0,23.690717015059562,18.431108114182962
38,Argentina,-46.458999999999996,-79.491,27.028000000000002,-78.877,-74.806,-64.188,28,248,38.0,23.690717015059562,23.690717015059562
39,Argentina,-46.744,-81.161,28.838,-78.947,-73.954,-64.492,36,256,39.0,25.466396943133287,23.690717015059562
40,Argentina,-41.299,-78.211,30.603,-76.75,-71.108,-62.00899999999999,39,266,40.0,28.433355810294447,25.466396943133287
41,Argentina,-41.123999999999995,-81.15899999999999,27.254,-77.294,-70.592,-53.548,43,279,41.0,32.6140705776579,28.433355810294447
42,Argentina,-53.836999999999996,-86.676,25.873,-82.97399999999999,-75.91,-52.12,44,280,42.0,32.6140705776579,32.6140705776579
43,Australia,4.283,8.616,-0.263,3.3539999999999996,4.062,-1.661,0,11,0.0,0.6002400960384154,0.0
44,Australia,0.807,-9.507,-1.4469999999999998,-0.815,7.875,17.275,0,11,1.0,0.6002400960384154,0.6002400960384154
45,Australia,-0.769,-8.38,-1.334,-2.52,10.086,14.661,0,11,2.0,0.6002400960384154,0.6002400960384154
46,Australia,-0.263,-5.0360000000000005,-1.139,-0.574,9.637,13.935,0,11,3.0,0.6002400960384154,0.6002400960384154
47,Australia,1.369,-1.5330000000000001,-1.4069999999999998,-0.396,10.31,14.167,0,11,4.0,0.6002400960384154,0.6002400960384154
48,Australia,5.7170000000000005,-0.46399999999999997,-2.66,3.968,13.725,16.627,0,11,5.0,0.6002400960384154,0.6002400960384154
49,Australia,6.102,17.769000000000002,-1.014,6.399,10.955,3.9930000000000003,0,11,6.0,1.0004001600640258,0.6002400960384154
50,Australia,7.434,19.68,-0.488,3.7060000000000004,5.534,-0.985,1,11,7.0,1.0804321728691477,1.0004001600640258
51,Australia,4.658,-0.5760000000000001,-0.446,-0.48700000000000004,5.854,10.245,1,11,8.0,1.2004801920768309,1.0804321728691477
52,Australia,7.375,-14.005,-1.45,-1.669,9.052,15.05,1,11,9.0,1.5606242496998801,1.2004801920768309
53,Australia,12.463,-15.140999999999998,-0.693,0.35,6.519,13.897,2,11,10.0,2.0808323329331735,1.5606242496998801
54,Australia,9.132,-18.612000000000002,-0.38299999999999995,-2.032,6.129,13.498,2,21,11.0,2.2008803521408566,2.0808323329331735
55,Australia,14.217,-6.468,-2.1630000000000003,3.2239999999999998,9.36,15.623,2,21,12.0,2.4009603841536618,2.2008803521408566
56,Australia,12.235,9.747,-0.08199999999999999,3.457,2.708,2.3569999999999998,2,21,13.0,2.521008403361345,2.4009603841536618
57,Australia,8.191,13.52,-0.155,3.1439999999999997,0.48,-1.806,3,21,14.0,3.041216486594638,2.521008403361345
58,Australia,3.112,5.013,3.989,-3.0660000000000003,-9.266,-14.363,3,21,15.0,3.6414565826330536,3.041216486594638
59,Australia,8.625,-11.427999999999999,-0.71,-2.471,6.053999999999999,13.436,3,21,16.0,4.28171268507403,3.6414565826330536
60,Australia,8.26,-1.633,-0.6729999999999999,-1.288,5.57,13.547,3,21,17.0,5.122048819527811,4.28171268507403
61,Australia,10.845,2.169,-0.755,-1.38,5.811,13.109000000000002,3,21,18.0,5.122048819527811,5.122048819527811
62,Australia,17.257,-8.232999999999999,-0.8109999999999999,0.648,4.779,14.472999999999999,3,23,19.0,8.003201280512206,5.122048819527811
63,Australia,19.701,-15.375,2.207,-0.597,-10.157,3.0460000000000003,3,23,20.0,10.004001600640256,8.003201280512206
64,Australia,23.875,-7.678999999999999,2.445,-2.029,-12.671,-1.464,3,23,21.0,11.884753901560625,10.004001600640256
65,Australia,33.359,-17.605999999999998,1.143,-1.4609999999999999,-7.242000000000001,12.331,3,23,22.0,15.086034413765507,11.884753901560625
66,Australia,34.723,-20.614,3.015,-5.142,-13.585999999999999,5.292000000000001,5,23,23.0,18.087234893957586,15.086034413765507
67,Australia,31.793000000000003,-14.65,4.703,-6.542000000000001,-18.331,1.676,6,23,24.0,22.729091636654662,18.087234893957586
68,Australia,25.081999999999997,-8.968,5.473,-10.245,-21.506999999999998,-0.307,6,26,25.0,27.25090036014406,22.729091636654662
69,Australia,20.021,-12.095999999999998,5.649,-11.558,-22.129,0.319,7,26,26.0,31.65266106442577,27.25090036014406
70,Australia,10.704,-9.065,6.702000000000001,-16.562,-27.715999999999998,-4.421,7,26,27.0,42.85714285714286,31.65266106442577
71,Australia,9.716000000000001,-10.81,6.436,-18.342,-33.681999999999995,-11.581,7,88,28.0,61.98479391756703,42.85714285714286
72,Australia,17.435,-27.17,7.885,-17.046,-35.834,-5.813,7,88,29.0,67.30692276910764,61.98479391756703
73,Australia,4.095,-30.186999999999998,12.372,-30.031,-44.736000000000004,-18.673,8,115,30.0,81.79271708683474,67.30692276910764
74,Australia,1.905,-32.841,14.373,-30.941999999999997,-49.861000000000004,-22.719,8,119,31.0,94.59783913565427,81.79271708683474
75,Australia,1.699,-23.22,15.915,-34.244,-52.948,-26.989,13,172,32.0,112.44497799119648,94.59783913565427
76,Australia,2.206,-30.104,16.705,-35.483000000000004,-52.92100000000001,-26.425,13,194,33.0,125.77030812324931,112.44497799119648
77,Australia,-8.503,-33.523,14.773,-40.954,-53.205,-26.807,14,244,34.0,145.65826330532215,125.77030812324931
78,Australia,-18.732,-34.655,13.283,-44.894,-58.146,-32.674,16,244,35.0,159.42376950780314,145.65826330532215
79,Australia,-12.772,-35.123000000000005,16.215999999999998,-39.373000000000005,-58.568999999999996,-31.95,17,257,36.0,174.50980392156865,159.42376950780314
80,Australia,-13.433,-34.698,17.812,-40.52,-59.483999999999995,-36.243,18,358,37.0,182.4329731892757,174.50980392156865
81,Australia,-12.942,-36.474000000000004,18.871,-39.835,-60.453,-37.204,20,422,38.0,194.55782312925172,182.4329731892757
82,Australia,-13.5,-41.937,20.021,-42.216,-62.538000000000004,-38.217,24,520,39.0,204.72188875550222,194.55782312925172
83,Australia,-7.1160000000000005,-41.345,20.053,-39.945,-60.718,-35.96,28,649,40.0,213.28531412565027,204.72188875550222
84,Australia,-14.126,-52.364,17.207,-44.287,-61.159,-33.263000000000005,30,701,41.0,222.0888355342137,213.28531412565027
85,Australia,-18.11,-42.611000000000004,14.319,-44.063,-61.992,-36.080999999999996,35,757,42.0,227.57102841136455,222.0888355342137
86,Brazil,6.952999999999999,32.326,0.778,4.322,2.113,-2.543,0,0,0.0,0.0,0.0
87,Brazil,-6.522,68.676,8.125,-13.948,-26.987,-45.315,0,0,1.0,0.0,0.0
88,Brazil,-28.524,50.735,9.672,-31.478,-34.936,-60.556000000000004,0,0,2.0,0.0,0.0
89,Brazil,-10.696,-8.177999999999999,5.739,-18.266,-17.438,-18.111,0,0,3.0,0.00477326968973747,0.0
90,Brazil,1.5119999999999998,-10.672,0.871,-8.467,1.192,10.004,0,0,4.0,0.00477326968973747,0.00477326968973747
91,Brazil,3.196,-16.695,1.056,-5.184,1.7719999999999998,13.097000000000001,0,0,5.0,0.00477326968973747,0.00477326968973747
92,Brazil,4.746,-22.699,3.063,-2.5989999999999998,-2.258,5.059,0,0,6.0,0.00954653937947494,0.00477326968973747
93,Brazil,2.943,-34.474000000000004,4.526,-9.187999999999999,-9.702,-1.409,0,0,7.0,0.00954653937947494,0.00954653937947494
94,Brazil,0.62,-25.476999999999997,-0.19399999999999998,-6.325,5.517,19.505,0,0,8.0,0.00954653937947494,0.00954653937947494
95,Brazil,1.876,-20.685,-0.536,-4.694,6.061,14.943,0,0,9.0,0.00954653937947494,0.00954653937947494
96,Brazil,1.756,-11.154000000000002,-0.677,-1.061,7.3839999999999995,16.437,0,0,10.0,0.01909307875894988,0.00954653937947494
97,Brazil,6.607,-4.813,-1.631,0.10099999999999999,10.475999999999999,17.618,0,0,11.0,0.01909307875894988,0.01909307875894988
98,Brazil,10.908,-6.859,-1.902,5.815,12.897,18.087,0,0,12.0,0.06205250596658711,0.01909307875894988
99,Brazil,12.602,-14.272,0.297,9.263,7.978,7.194,0,0,13.0,0.06205250596658711,0.06205250596658711
100,Brazil,10.501,-16.689,1.382,8.293,2.097,3.0039999999999996,0,0,14.0,0.0954653937947494,0.06205250596658711
101,Brazil,4.8469999999999995,-11.753,-1.581,0.8859999999999999,12.197000000000001,21.346999999999998,0,0,15.0,0.11933174224343675,0.0954653937947494
102,Brazil,4.859,-11.366,-1.9,0.439,11.002,17.232,0,0,16.0,0.14797136038186157,0.11933174224343675
103,Brazil,1.8319999999999999,-5.587000000000001,-1.422,1.166,10.142000000000001,16.824,0,0,17.0,0.18138424821002386,0.14797136038186157
104,Brazil,4.261,-4.992,-1.5090000000000001,-2.019,9.783999999999999,16.826,0,0,18.0,0.24821002386634844,0.18138424821002386
105,Brazil,6.591,-8.265,-1.6269999999999998,0.261,9.622,18.405,0,0,19.0,0.720763723150358,0.24821002386634844
106,Brazil,7.365,-15.440999999999999,1.294,-1.5130000000000001,-0.324,5.997000000000001,0,0,20.0,0.720763723150358,0.720763723150358
107,Brazil,7.002000000000001,-21.063000000000002,2.5810000000000004,-8.152999999999999,-6.974,0.445,0,0,21.0,0.7732696897374701,0.720763723150358
108,Brazil,5.898,-22.875999999999998,1.306,-11.097999999999999,-4.11,13.732999999999999,0,1,22.0,0.954653937947494,0.7732696897374701
109,Brazil,7.186,-28.131999999999998,3.925,-18.697,-15.088,2.637,1,2,23.0,1.532219570405728,0.954653937947494
110,Brazil,5.247000000000001,-28.346999999999998,7.32,-24.94,-22.248,-5.843999999999999,3,2,24.0,1.775656324582339,1.532219570405728
111,Brazil,2.356,-33.608000000000004,10.448,-36.477,-30.96,-16.607,6,2,25.0,2.964200477326969,1.775656324582339
112,Brazil,0.16899999999999998,-45.18600000000001,13.190999999999999,-44.50899999999999,-37.327,-21.066999999999997,11,2,26.0,3.785202863961814,2.964200477326969
113,Brazil,-15.52,-65.605,16.104,-62.577,-50.36600000000001,-29.92,15,2,27.0,4.873508353221957,3.785202863961814
114,Brazil,-33.367,-74.695,17.164,-72.443,-60.028,-34.330999999999996,25,2,28.0,7.379474940334129,4.873508353221957
115,Brazil,-25.818,-60.893,19.95,-65.494,-57.817,-41.963,34,2,29.0,9.183770883054892,7.379474940334129
116,Brazil,-32.918,-62.376000000000005,21.96,-70.654,-63.022,-50.806999999999995,46,2,30.0,10.725536992840096,9.183770883054892
117,Brazil,-32.041,-57.292,22.869,-69.342,-62.952,-51.725,59,2,31.0,12.1909307875895,10.725536992840096
118,Brazil,-28.996,-53.849,22.058000000000003,-68.524,-61.985,-50.49,77,6,32.0,14.24821002386635,12.1909307875895
119,Brazil,-25.683000000000003,-55.788999999999994,22.721999999999998,-66.962,-60.218999999999994,-47.809,92,6,33.0,16.310262529832936,14.24821002386635
120,Brazil,-27.320999999999998,-63.669,18.532,-69.58800000000001,-59.19,-40.582,111,6,34.0,18.634844868735083,16.310262529832936
121,Brazil,-35.317,-69.938,16.858,-71.472,-62.263000000000005,-33.556,136,6,35.0,20.315035799522672,18.634844868735083
122,Brazil,-26.129,-55.412,19.851,-61.715,-58.832,-43.14,159,120,36.0,21.856801909307876,20.315035799522672
123,Brazil,-20.975,-53.213,19.377,-60.406000000000006,-58.228,-45.342,201,127,37.0,27.288782816229116,21.856801909307876
124,Brazil,-18.55,-48.425,19.762,-58.41,-57.442,-44.693000000000005,240,127,38.0,32.630071599045344,27.288782816229116
125,Brazil,-17.289,-47.806000000000004,19.74,-59.493,-57.205,-44.562,324,127,39.0,38.39618138424821,32.630071599045344
126,Brazil,-13.505999999999998,-52.343,20.457,-60.239,-55.119,-42.141000000000005,359,127,40.0,43.22673031026253,38.39618138424821
127,Brazil,-13.155,-59.907,16.41,-63.093999999999994,-52.611999999999995,-34.667,445,127,41.0,49.45107398568019,43.22673031026253
128,Brazil,-23.590999999999998,-65.529,14.974,-66.84100000000001,-56.62,-29.732,486,127,42.0,53.12649164677804,49.45107398568019
129,Canada,6.125,36.01,-0.963,9.657,4.963,4.9,0,3,0.0,0.23942537909018355,0.0
130,Canada,2.221,18.659000000000002,-0.012,2.551,-0.674,2.583,0,3,1.0,0.2660281989890928,0.23942537909018355
131,Canada,5.297999999999999,8.972000000000001,-0.249,1.881,-0.16699999999999998,3.194,0,3,2.0,0.2926310188880021,0.2660281989890928
132,Canada,1.537,0.642,0.85,-1.67,-1.555,0.77,0,3,3.0,0.2926310188880021,0.2926310188880021
133,Canada,-8.859,-5.986000000000001,3.97,-7.989,-4.529,-5.236000000000001,0,6,4.0,0.34583665868582064,0.2926310188880021
134,Canada,0.6970000000000001,-5.102,1.236,-0.61,1.0270000000000001,0.34600000000000003,0,6,5.0,0.3724394785847299,0.34583665868582064
135,Canada,6.652,10.503,-0.321,6.82,6.2829999999999995,6.681,0,6,6.0,0.5320563979781856,0.3724394785847299
136,Canada,9.379,22.951999999999998,-0.7709999999999999,10.267000000000001,5.547999999999999,5.472,0,6,7.0,0.6384676775738227,0.5320563979781856
137,Canada,3.281,1.028,0.9390000000000001,3.495,-2.379,-0.988,0,6,8.0,0.7182761372705506,0.6384676775738227
138,Canada,5.535,8.407,0.344,4.205,-2.345,-0.12,0,6,9.0,0.7980845969672785,0.7182761372705506
139,Canada,3.512,10.912,0.499,4.755,-0.457,-0.846,0,6,10.0,0.8778930566640063,0.7980845969672785
140,Canada,4.978,17.529,0.561,7.416,-0.97,-2.045,0,6,11.0,0.9843043362596434,0.8778930566640063
141,Canada,-0.667,5.609,1.254,1.3030000000000002,-2.7430000000000003,-1.062,0,6,12.0,1.303538175046555,0.9843043362596434
142,Canada,4.942,17.214000000000002,0.07200000000000001,6.497999999999999,2.8310000000000004,5.68,0,8,13.0,1.4365522745411012,1.303538175046555
143,Canada,7.354,49.768,-0.359,9.202,3.284,4.029,0,8,14.0,1.7025804735301941,1.4365522745411012
144,Canada,4.163,30.744,0.595,3.883,-2.775,1.9769999999999999,1,8,15.0,2.0484171322160147,1.7025804735301941
145,Canada,0.903,-2.06,1.446,-0.609,-5.606,1.2690000000000001,1,8,16.0,2.101622772013833,2.0484171322160147
146,Canada,6.705,11.652999999999999,0.499,3.465,-2.77,2.305,1,8,17.0,2.8731045490822025,2.101622772013833
147,Canada,27.4,11.474,0.635,7.256,-5.654,1.965,1,8,18.0,3.112529928172386,2.8731045490822025
148,Canada,34.641,-16.253,4.8389999999999995,-4.724,-17.253,-6.171,1,8,19.0,5.081138600691673,3.112529928172386
149,Canada,19.194000000000003,-8.156,4.672,-10.885,-19.176,-0.812,1,8,20.0,5.21415270018622,5.081138600691673
150,Canada,11.307,27.693,4.096,-11.552,-21.824,-5.001,1,8,21.0,6.65070497472732,5.21415270018622
151,Canada,22.546999999999997,14.777999999999999,9.758,-11.565,-37.105,-26.791,4,9,22.0,10.986964618249534,6.65070497472732
152,Canada,12.57,6.767,13.559000000000001,-26.651,-45.118,-34.573,5,9,23.0,12.503325352487362,10.986964618249534
153,Canada,6.593,14.216,15.589,-32.806,-48.303999999999995,-39.89,8,9,24.0,17.238627294493213,12.503325352487362
154,Canada,3.51,17.92,17.409000000000002,-35.765,-52.04,-43.04600000000001,9,9,25.0,21.042830540037244,17.238627294493213
155,Canada,-5.267,-7.845,20.226,-43.602,-54.395,-45.45,12,9,26.0,24.82043096568236,21.042830540037244
156,Canada,-12.112,11.46,13.37,-48.909,-49.07,-32.083,19,10,27.0,33.70577281191806,24.82043096568236
157,Canada,-20.963,3.987,11.299000000000001,-51.273999999999994,-54.145,-35.1,20,10,28.0,38.733705772811916,33.70577281191806
158,Canada,-13.109000000000002,-26.69,19.97,-45.47,-63.176,-51.158,24,10,29.0,55.20085129023676,38.733705772811916
159,Canada,-15.273,-9.859,21.735,-49.45399999999999,-64.26,-54.511,25,110,30.0,73.87603085927108,55.20085129023676
160,Canada,-20.846999999999998,1.331,23.329,-53.388999999999996,-65.41,-58.593999999999994,29,183,31.0,86.13993083266826,73.87603085927108
161,Canada,-20.866,-17.953,24.648000000000003,-54.028,-67.928,-59.229,37,184,32.0,107.1827613727055,86.13993083266826
162,Canada,-20.526,-9.589,25.504,-54.68600000000001,-66.418,-58.523999999999994,53,256,33.0,124.20856610800743,107.1827613727055
163,Canada,-27.085,-30.061999999999998,16.601,-59.395,-63.978,-44.047,60,466,34.0,147.99148709763233,124.20856610800743
164,Canada,-34.658,-16.344,13.71,-59.053000000000004,-65.618,-43.622,63,466,35.0,166.71987230646448,147.99148709763233
165,Canada,-27.121,-32.445,23.239,-53.597,-70.068,-60.254,79,466,36.0,196.46182495344505,166.71987230646448
166,Canada,-19.107,-12.767000000000001,23.393,-50.891999999999996,-67.916,-60.31,100,1592,37.0,226.49640861931363,196.46182495344505
167,Canada,-21.199,-10.318,23.985,-51.52,-67.949,-60.685,108,1324,38.0,253.97712157488692,226.49640861931363
168,Canada,-23.101,-16.166,25.233,-52.992,-69.82600000000001,-60.886,138,1735,39.0,299.8403830806065,253.97712157488692
169,Canada,-22.936,-32.89,26.791,-55.33,-69.49,-60.173,178,2175,40.0,330.5134344240489,299.8403830806065
170,Canada,-25.340999999999998,-17.163,16.695,-56.887,-62.813,-44.597,217,2577,41.0,344.90555998935884,330.5134344240489
171,Canada,-45.144,-12.925,14.088,-62.711999999999996,-66.798,-46.056999999999995,258,3012,42.0,418.8081936685288,344.90555998935884
172,Germany,9.266,-23.603,0.47,-0.151,2.089,-2.613,0,14,0.0,0.1927246446639364,0.0
173,Germany,-4.697,17.152,3.625,1.8980000000000001,-5.462999999999999,-19.851,0,14,1.0,0.1927246446639364,0.1927246446639364
174,Germany,-0.8859999999999999,14.974,3.5469999999999997,-0.525,-5.1160000000000005,-12.672,0,14,2.0,0.20476993495543244,0.1927246446639364
175,Germany,-0.22399999999999998,-0.21100000000000002,2.113,-3.216,-7.044,-5.428,0,15,3.0,0.3252228378703927,0.20476993495543244
176,Germany,2.81,-3.4219999999999997,1.9809999999999999,-5.15,-4.895,-4.388,0,16,4.0,0.5540833534088172,0.3252228378703927
177,Germany,11.044,8.594,1.5959999999999999,2.6310000000000002,-2.427,-4.877,0,16,5.0,0.5781739339918093,0.5540833534088172
178,Germany,5.18,9.249,0.723,-1.226,1.003,-0.617,0,16,6.0,0.951577933028186,0.5781739339918093
179,Germany,18.11,21.38,0.077,8.293,4.332,0.583,0,16,7.0,1.5658877378944833,0.951577933028186
180,Germany,8.39,8.996,0.151,1.743,-1.177,0.256,0,16,8.0,1.9152011563478681,1.5658877378944833
181,Germany,4.997,8.263,1.348,-0.204,-3.4930000000000003,0.175,0,16,9.0,2.3608768971332212,1.9152011563478681
182,Germany,2.415,13.552,0.9740000000000001,1.6340000000000001,-3.5789999999999997,0.077,0,16,10.0,3.1558660563719587,2.3608768971332212
183,Germany,0.133,-0.091,1.368,-3.958,-5.078,-0.152,0,16,11.0,5.805829920501084,3.1558660563719587
184,Germany,0.585,-10.503,2.09,-3.2310000000000003,-7.0889999999999995,-1.485,0,17,12.0,8.070344495302336,5.805829920501084
185,Germany,-0.18600000000000003,18.624000000000002,0.784,0.85,-1.6980000000000002,0.244,0,18,13.0,9.624186942905325,8.070344495302336
186,Germany,18.905,30.500999999999998,-0.099,12.164000000000001,1.7009999999999998,0.802,0,18,14.0,12.527101903155867,9.624186942905325
187,Germany,1.964,6.961,0.784,-0.9179999999999999,-4.896,-0.8240000000000001,2,18,15.0,14.165261382799326,12.527101903155867
188,Germany,-1.7690000000000001,-12.686,2.7489999999999997,-7.479,-8.466000000000001,-1.2309999999999999,2,18,16.0,17.54998795470971,14.165261382799326
189,Germany,2.48,16.88,1.659,-0.98,-6.563,-1.212,3,25,17.0,22.982413876174416,17.54998795470971
190,Germany,6.121,3.864,2.3040000000000003,-6.565,-9.43,-2.157,3,25,18.0,25.03011322572874,22.982413876174416
191,Germany,19.012999999999998,-2.682,3.6010000000000004,-9.247,-14.652999999999999,-4.4830000000000005,7,46,19.0,44.266441821247895,25.03011322572874
192,Germany,9.371,32.728,3.73,-17.109,-18.76,-3.165,9,46,20.0,55.227655986509276,44.266441821247895
193,Germany,13.136,75.002,2.438,-12.253,-15.949000000000002,-5.0280000000000005,11,46,21.0,69.80245723921946,55.227655986509276
194,Germany,21.544,40.01,5.912000000000001,-6.965,-25.06,-17.508,17,67,22.0,87.5933509997591,69.80245723921946
195,Germany,11.220999999999998,30.956999999999997,10.067,-21.194000000000003,-34.775999999999996,-24.933000000000003,24,67,23.0,111.50325222837871,87.5933509997591
196,Germany,4.638,44.053000000000004,11.35,-34.346,-39.312,-29.684,28,105,24.0,148.4822934232715,111.50325222837871
197,Germany,-2.977,15.144,13.575999999999999,-44.975,-45.787,-33.321,44,113,25.0,184.53384726571912,148.4822934232715
198,Germany,-1.62,-13.949000000000002,15.959000000000001,-49.975,-51.761,-36.24,67,180,26.0,239.07492170561312,184.53384726571912
199,Germany,-24.408,-30.576999999999998,13.407,-68.783,-59.038000000000004,-30.714000000000002,84,233,27.0,267.5620332450012,239.07492170561312
200,Germany,-35.242,1.2990000000000002,9.58,-71.426,-57.693000000000005,-34.06,94,266,28.0,299.6025054203806,267.5620332450012
201,Germany,-15.573,-5.398,16.261,-56.887,-56.161,-40.874,123,266,29.0,349.9879547097085,299.6025054203806
202,Germany,-18.129,8.782,18.114,-59.402,-56.236999999999995,-42.713,157,3243,30.0,397.3259455552879,349.9879547097085
203,Germany,-17.977999999999998,11.11,17.617,-58.486000000000004,-56.441,-43.206,206,3547,31.0,449.5663695495062,397.3259455552879
204,Germany,-16.067999999999998,3.292,18.178,-59.12,-56.88399999999999,-43.753,267,5673,32.0,529.2459648277523,449.5663695495062
205,Germany,-14.412,20.68,18.601,-58.536,-56.286,-43.851000000000006,342,6658,33.0,612.7559624186944,529.2459648277523
206,Germany,-21.003,33.292,11.92,-66.111,-53.332,-32.818000000000005,433,8481,34.0,694.9530233678632,612.7559624186944
207,Germany,-50.782,-49.28,10.767999999999999,-77.37899999999999,-68.09899999999999,-38.846,533,9211,35.0,747.9523006504457,694.9530233678632
208,Germany,-15.898,-12.537,16.631,-54.297,-56.14,-43.123999999999995,645,13500,36.0,805.6492411467117,747.9523006504457
209,Germany,-11.770999999999999,7.401,17.468,-53.361999999999995,-52.843999999999994,-43.093999999999994,775,16100,37.0,864.9482052517466,805.6492411467117
210,Germany,-12.919,20.38,16.53,-51.963,-52.782,-42.964,920,18700,38.0,937.9908455793785,864.9482052517466
211,Germany,-11.464,5.957000000000001,17.320999999999998,-53.777,-54.391000000000005,-43.461999999999996,1107,22440,39.0,1021.368344977114,937.9908455793785
212,Germany,-10.994000000000002,-13.15,18.814,-56.881,-56.975,-43.82,1275,24575,40.0,1098.0366176824862,1021.368344977114
213,Germany,-15.887,20.584,11.814,-62.647,-52.251000000000005,-31.276999999999997,1444,26400,41.0,1157.4560346904361,1098.0366176824862
214,Germany,-13.02,60.535,7.611000000000001,-58.172,-46.635,-30.221,1584,28700,42.0,1206.0105998554566,1157.4560346904361
215,Spain,10.390999999999998,32.711999999999996,-3.1460000000000004,7.093,11.350999999999999,1.057,0,2,0.0,0.0426075841499787,0.0
