,country,grocery_pharmacy,parks,residential,retail_recreation,transit_stations,workplaces,fatalities,recovered,passed_days,cases_per_million,cases_last_day
738,US,8.816,17.755,-1.49,12.864,6.691,2.9539999999999997,0,7,7.0,0.0,0.0
739,US,6.122999999999999,10.253,-0.5710000000000001,7.2829999999999995,1.694,2.9789999999999996,0,7,8.0,0.0,0.0
740,US,9.87,20.048,-0.914,10.78,2.9760000000000004,2.024,0,7,9.0,0.0,0.0
741,US,6.172000000000001,17.146,-0.653,8.295,2.316,2.5780000000000003,0,7,10.0,0.0,0.0
742,US,7.314,21.099,-0.665,7.989,2.4130000000000003,2.5180000000000002,0,7,11.0,0.0,0.0
743,US,2.71,11.63,-0.5579999999999999,5.3420000000000005,1.7009999999999998,2.0069999999999997,0,7,12.0,0.0,0.0
744,US,8.366,29.301,-1.319,9.604,6.718,4.586,0,7,13.0,0.0,0.0
745,US,7.457000000000001,40.308,-1.065,9.783,5.382999999999999,1.68,0,7,14.0,0.0,0.0
746,US,6.474,31.053,0.242,5.875,-0.971,-0.47100000000000003,0,7,15.0,0.0,0.0
747,US,7.4670000000000005,18.24,0.625,6.129,-2.5869999999999997,-1.5490000000000002,28,8,16.0,2.7178549664838516,0.0
748,US,10.072000000000001,26.313000000000002,0.185,7.546,-2.158,-1.159,36,8,17.0,3.6989640463132236,2.7178549664838516
749,US,22.608,19.057000000000002,1.093,6.3660000000000005,-6.292000000000001,-2.903,40,12,18.0,4.862888482632541,3.6989640463132236
750,US,25.884,4.332,2.8360000000000003,1.514,-10.247,-6.855,47,12,19.0,6.435100548446069,4.862888482632541
751,US,18.339000000000002,2.665,3.105,-6.332000000000001,-9.845,-0.9890000000000001,54,12,20.0,8.09872029250457,6.435100548446069
752,US,11.804,4.734,3.391,-9.351,-13.214,-6.666,63,12,21.0,10.453991468616698,8.09872029250457
753,US,21.23,-1.0,7.6,-7.559,-22.046999999999997,-19.867,85,17,22.0,13.909201706276662,10.453991468616698
754,US,13.762,7.847,10.739,-18.104,-26.256,-26.753,108,17,23.0,19.357099329677027,13.909201706276662
755,US,7.593999999999999,6.272,12.635,-23.678,-30.283,-30.611,118,105,24.0,23.50700792199878,19.357099329677027
756,US,6.667999999999999,1.505,14.618,-27.935,-35.501999999999995,-33.412,200,121,25.0,41.462522851919566,23.50700792199878
757,US,5.1610000000000005,-2.34,16.226,-31.57,-36.830999999999996,-35.535,244,147,26.0,57.96770262035344,41.462522851919566
758,US,-1.7309999999999999,-2.889,11.522,-39.650999999999996,-35.842,-23.993000000000002,307,176,27.0,77.49847653869593,57.96770262035344
759,US,-13.413,-11.594000000000001,10.515999999999998,-43.665,-43.575,-31.217,426,178,28.0,102.87934186471664,77.49847653869593
760,US,-10.195,-22.538,17.284000000000002,-37.508,-47.465,-41.188,551,178,29.0,132.8031687995125,102.87934186471664
761,US,-11.921,-9.906,18.785,-39.158,-45.851000000000006,-44.553000000000004,705,348,30.0,163.49482023156614,132.8031687995125
762,US,-14.705,-7.404,19.285,-40.02,-47.242,-45.843999999999994,941,361,31.0,200.18586227909813,163.49482023156614
763,US,-13.802,2.884,19.859,-40.277,-47.915,-46.601000000000006,1208,681,32.0,255.2071907373553,200.18586227909813
764,US,-16.054000000000002,-7.085,21.004,-42.101000000000006,-49.006,-46.306999999999995,1578,869,33.0,309.50639853747714,255.2071907373553
765,US,-18.930999999999997,-25.226,14.636,-47.733999999999995,-49.306000000000004,-33.727,2023,1072,34.0,369.631322364412,309.50639853747714
766,US,-22.299,-18.639,12.185,-46.961000000000006,-51.398999999999994,-37.647,2464,2665,35.0,428.87568555758685,369.631322364412
767,US,-17.564,-14.57,18.984,-40.196999999999996,-50.356,-47.603,2975,5644,36.0,492.62340036563074,428.87568555758685
768,US,-15.693,-16.072,20.218,-39.983000000000004,-49.42,-49.328,3870,7024,37.0,572.8762949421085,492.62340036563074
769,US,-10.815,-7.343999999999999,19.779,-37.299,-47.93899999999999,-49.233000000000004,4753,8474,38.0,649.6465569774527,572.8762949421085
770,US,-11.209000000000001,-8.52,20.951999999999998,-39.891,-50.559,-49.853,5922,9001,39.0,741.745886654479,649.6465569774527
771,US,-11.795,-20.61,22.228,-41.888999999999996,-51.32899999999999,-49.575,7083,9707,40.0,839.2017062766606,741.745886654479
772,US,-14.975,-23.779,15.164000000000001,-48.466,-50.208,-36.657,8403,14652,41.0,940.5636806825107,839.2017062766606
773,US,-20.249000000000002,-20.271,12.55,-48.911,-53.68,-40.031,9615,17448,42.0,1026.54478976234,940.5636806825107
774,South Africa,-6.354,-20.793000000000003,2.833,-9.238,-12.183,-0.602,0,0,0.0,0.0,0.0
775,South Africa,-13.296,-10.142999999999999,0.614,-11.163,-2.237,4.742,0,0,1.0,0.0,0.0
776,South Africa,-1.495,-4.721,-0.8220000000000001,-0.62,2.19,5.4270000000000005,0,0,2.0,0.0,0.0
777,South Africa,-0.721,-4.496,-0.987,0.503,4.303999999999999,5.112,0,0,3.0,0.0,0.0
778,South Africa,4.5569999999999995,-5.905,-0.63,5.811,6.421,4.617,0,0,4.0,0.0,0.0
779,South Africa,10.895999999999999,-6.435,-2.385,12.196,16.822,4.21,0,0,5.0,0.0,0.0
780,South Africa,14.082,-8.395,-2.286,19.699,8.101,5.1610000000000005,0,0,6.0,0.0,0.0
781,South Africa,21.255,-3.225,-1.196,18.326,8.591000000000001,7.224,0,0,7.0,0.0,0.0
782,South Africa,5.199,-6.986000000000001,0.5529999999999999,4.012,10.434000000000001,6.976,0,0,8.0,0.0,0.0
783,South Africa,4.935,-1.32,-0.526,2.272,10.965,8.741,0,0,9.0,0.0,0.0
784,South Africa,4.9030000000000005,-1.2229999999999999,-0.068,2.575,8.921,8.132,0,0,10.0,0.0,0.0
785,South Africa,6.566,-0.968,0.023,4.204,9.152999999999999,7.95,0,0,11.0,0.017307026652821043,0.0
786,South Africa,7.86,1.1059999999999999,-1.465,6.559,12.529000000000002,7.682,0,0,12.0,0.017307026652821043,0.017307026652821043
787,South Africa,5.602,-3.37,-0.27,7.875,2.081,6.466,0,0,13.0,0.017307026652821043,0.017307026652821043
788,South Africa,2.8169999999999997,-11.955,1.8359999999999999,-0.912,-5.3629999999999995,3.426,0,0,14.0,0.05192107995846314,0.017307026652821043
789,South Africa,-7.396,-11.189,0.833,-8.275,1.2329999999999999,6.247000000000001,0,0,15.0,0.05192107995846314,0.05192107995846314
790,South Africa,-8.052999999999999,-8.661,-0.9159999999999999,-9.082,0.44799999999999995,5.257999999999999,0,0,16.0,0.12114918656974731,0.05192107995846314
791,South Africa,-7.615,-6.8389999999999995,-1.8630000000000002,-8.499,-2.3280000000000003,3.5410000000000004,0,0,17.0,0.22499134648667357,0.12114918656974731
792,South Africa,-5.497999999999999,-5.99,-2.227,-5.736000000000001,-4.311,2.8339999999999996,0,0,18.0,0.2942194530979578,0.22499134648667357
793,South Africa,1.8980000000000001,-5.269,-3.647,1.14,-0.695,2.715,0,0,19.0,0.4153686396677051,0.2942194530979578
794,South Africa,1.0270000000000001,-10.107999999999999,-0.595,1.848,-8.406,3.719,0,0,20.0,0.6576670128071997,0.4153686396677051
795,South Africa,-0.08,-17.847,2.176,-5.985,-13.839,1.6909999999999998,0,0,21.0,0.8826583592938733,0.6576670128071997
796,South Africa,1.43,-18.317,3.4819999999999998,-9.579,-10.892000000000001,1.527,0,0,22.0,1.0730356524749047,0.8826583592938733
797,South Africa,-4.112,-15.725,4.798,-14.537,-13.511,-2.549,0,0,23.0,1.0730356524749047,1.0730356524749047
798,South Africa,-4.343999999999999,-12.074000000000002,7.151,-14.368,-15.905999999999999,-8.412,0,0,24.0,2.0076150917272413,1.0730356524749047
799,South Africa,-4.678999999999999,-10.18,9.145,-15.672,-19.757,-13.648,0,0,25.0,2.596053997923157,2.0076150917272413
800,South Africa,0.623,-13.962,8.835,-14.02,-19.043,-15.343,0,0,26.0,3.496019383869851,2.596053997923157
801,South Africa,-6.442,-21.285999999999998,8.486,-23.669,-26.096999999999998,-17.755,0,0,27.0,4.153686396677051,3.496019383869851
802,South Africa,-10.389000000000001,-23.498,8.546,-30.872,-36.434,-10.927,0,0,28.0,4.742125302872966,4.153686396677051
803,South Africa,-4.331,-15.267000000000001,11.185,-20.211,-33.249,-21.439,0,0,29.0,6.95742471443406,4.742125302872966
804,South Africa,18.061,-15.69,9.279,-7.457000000000001,-27.59,-21.717,0,4,30.0,9.588092765662859,6.95742471443406
805,South Africa,33.645,-13.177,7.452000000000001,8.953,-19.307000000000002,-24.291,0,12,31.0,12.270681896850121,9.588092765662859
806,South Africa,59.474,-9.349,6.141,15.519,-25.557,-31.774,0,12,32.0,16.043613707165107,12.270681896850121
807,South Africa,-60.858000000000004,-47.02,40.343,-80.242,-80.51100000000001,-75.17,1,31,33.0,20.24922118380062,16.043613707165107
808,South Africa,-59.76,-58.559,27.951,-79.78,-78.80199999999999,-57.958,1,31,34.0,20.54344063689858,20.24922118380062
809,South Africa,-60.044,-55.157,23.929000000000002,-79.274,-80.30199999999999,-48.652,2,31,35.0,22.152994115610937,20.54344063689858
810,South Africa,-51.034,-41.57899999999999,36.461,-72.729,-79.423,-74.169,3,31,36.0,22.949117341640704,22.152994115610937
811,South Africa,-46.762,-40.16,34.848,-71.508,-77.899,-73.818,5,31,37.0,23.416407061266874,22.949117341640704
812,South Africa,-42.446000000000005,-37.6,34.916,-69.72800000000001,-77.37100000000001,-72.935,5,50,38.0,23.883696780893043,23.416407061266874
813,South Africa,-40.523,-38.226,36.55,-69.577,-77.874,-73.331,5,50,39.0,25.302872966424367,23.883696780893043
814,South Africa,-42.107,-43.271,38.379,-71.513,-77.944,-72.745,9,95,40.0,26.047075112495673,25.302872966424367
815,South Africa,-51.515,-57.251999999999995,26.499000000000002,-76.589,-77.02600000000001,-55.095,9,95,41.0,27.431637244721355,26.047075112495673
816,South Africa,-51.42,-53.273,22.351,-75.913,-78.001,-44.32899999999999,11,95,42.0,28.64312911041883,27.431637244721355
